CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Complain,Satisfaction Score,Card Type,Point Earned
586,Spain,Male,29,2,132450.24,1,1,1,36176.63,0,0,3,DIAMOND,423
636,Germany,Female,28,2,115265.14,1,0,0,191627.85,0,0,1,DIAMOND,404
560,France,Female,35,1,0.0,2,1,0,3701.63,0,0,5,DIAMOND,901
739,France,Male,40,4,0.0,2,0,0,173321.65,0,0,4,GOLD,804
641,France,Male,35,5,0.0,2,1,0,93148.93,0,0,4,GOLD,747
427,France,Male,37,5,0.0,2,1,1,121485.1,0,0,2,PLATINUM,869
777,France,Female,30,4,0.0,2,0,1,115611.97,0,0,1,DIAMOND,561
593,Spain,Male,32,10,158537.42,1,1,0,166850.57,0,0,5,SILVER,584
581,Germany,Female,34,1,101633.04,1,1,0,110431.51,0,1,3,PLATINUM,469
655,Germany,Female,72,5,138089.97,2,1,1,99920.41,0,0,3,GOLD,766
573,Spain,Male,33,1,160777.9,1,1,1,149536.15,0,0,5,PLATINUM,409
622,France,Male,31,7,0.0,1,1,0,35408.77,0,0,2,PLATINUM,978
576,France,Male,41,1,0.0,1,1,1,188274.6,0,0,3,DIAMOND,999
749,France,Male,42,1,129776.72,2,0,1,143538.51,0,0,5,DIAMOND,942
550,France,Female,48,6,0.0,2,1,1,191870.28,0,0,2,PLATINUM,730
635,France,Male,29,1,0.0,1,0,1,24865.54,0,0,1,GOLD,798
756,France,Male,40,1,94773.11,1,1,0,114279.63,0,0,4,PLATINUM,585
698,France,Female,46,0,0.0,2,1,1,125962.02,0,0,2,DIAMOND,613
735,Spain,Male,36,5,0.0,2,1,0,105152.17,0,0,3,PLATINUM,259
708,Spain,Female,35,8,122570.69,1,0,0,199005.88,0,0,2,SILVER,406
651,France,Male,40,4,0.0,2,1,1,147715.83,0,0,5,SILVER,771
584,France,Male,26,4,0.0,2,1,0,147600.54,0,0,2,SILVER,408
767,France,Female,35,9,0.0,2,1,0,39511.61,0,0,1,DIAMOND,981
693,France,Male,21,1,0.0,2,1,1,3494.02,0,0,3,PLATINUM,931
709,France,Male,37,7,0.0,1,1,0,159486.76,0,0,5,SILVER,981
712,France,Male,24,2,0.0,1,0,1,121232.51,0,0,5,GOLD,264
732,Germany,Female,29,1,154333.82,1,1,1,138527.56,0,0,4,GOLD,599
828,France,Male,30,4,73070.18,2,0,0,161671.15,0,0,4,SILVER,534
707,France,Female,46,7,127476.73,2,1,1,146011.55,0,0,4,SILVER,278
766,Germany,Male,44,3,116822.7,1,0,0,197643.24,0,0,1,PLATINUM,544
464,France,Female,33,10,147493.7,2,1,0,100447.53,0,0,4,DIAMOND,801
726,Spain,Female,56,2,105473.74,1,1,1,46044.7,0,0,1,PLATINUM,747
550,Spain,Male,62,7,80927.56,1,0,1,64490.67,0,0,5,GOLD,679
523,France,Male,61,8,66250.71,1,1,1,21859.06,0,0,4,SILVER,380
732,France,Male,62,2,0.0,2,1,1,25438.87,0,0,3,PLATINUM,780
548,Germany,Male,32,5,175214.71,1,1,1,155165.61,0,0,5,DIAMOND,574
814,France,Female,48,7,0.0,2,1,1,132870.15,0,0,1,GOLD,260
411,France,Male,29,0,59697.17,2,1,1,53483.21,0,0,2,GOLD,343
775,France,Male,45,8,0.0,1,1,0,130376.68,0,0,4,DIAMOND,805
686,Germany,Male,35,2,109342.82,2,0,1,86043.27,0,0,5,PLATINUM,663
735,France,Male,43,9,127806.91,1,1,1,73069.59,0,0,2,GOLD,895
712,France,Female,29,8,140170.61,1,1,1,38170.04,0,0,2,PLATINUM,590
850,Germany,Male,40,4,166082.15,2,0,1,44406.17,0,0,1,SILVER,563
724,France,Male,28,9,0.0,2,1,1,100240.2,0,0,2,GOLD,664
693,France,Female,30,6,127992.25,1,1,1,50457.2,0,0,1,SILVER,483
545,France,Male,30,3,0.0,2,1,0,170307.43,0,0,4,PLATINUM,396
807,France,Male,35,3,174790.15,1,1,1,600.36,0,0,3,SILVER,861
693,France,Male,38,7,198338.77,2,1,1,14278.18,0,0,5,DIAMOND,991
529,France,Male,32,9,147493.89,1,1,0,33656.35,0,0,4,PLATINUM,250
592,France,Male,37,3,96651.03,1,1,1,3232.82,0,0,2,GOLD,710
610,France,Female,27,2,0.0,2,1,0,14546.76,0,0,3,SILVER,756
850,Spain,Male,36,0,0.0,2,1,0,141242.57,0,0,3,SILVER,863
678,France,Male,38,3,0.0,2,1,0,66561.6,0,0,1,SILVER,331
563,Spain,Female,36,4,143680.47,2,1,1,63531.19,0,0,1,GOLD,735
520,Germany,Male,32,5,110029.77,1,1,0,56246.69,0,0,4,DIAMOND,483
850,Spain,Female,43,2,125510.82,1,1,1,79084.1,0,0,5,GOLD,425
670,France,Male,36,7,0.0,2,0,0,59571.5,0,0,2,DIAMOND,871
714,France,Male,63,4,138082.16,1,0,1,166677.54,0,0,1,GOLD,945
693,France,Male,31,1,0.0,2,0,1,182270.88,0,0,1,SILVER,304
655,France,Male,38,4,0.0,2,0,0,110527.71,0,0,1,GOLD,437
511,France,Female,33,3,0.0,2,1,0,132436.71,0,0,1,DIAMOND,982
766,Germany,Female,28,4,90696.78,1,0,1,21597.2,0,0,1,PLATINUM,599
668,Germany,Male,34,5,80242.37,2,0,0,56780.97,0,0,3,GOLD,872
538,Spain,Female,31,0,0.0,2,0,0,179453.66,0,0,5,SILVER,798
583,France,Male,40,3,0.0,2,1,0,47728.0,0,0,5,PLATINUM,648
668,Germany,Female,28,1,124511.01,1,0,0,114258.18,0,0,1,DIAMOND,529
733,Spain,Female,32,5,0.0,2,1,0,131625.14,0,0,1,GOLD,522
793,France,Male,39,3,137817.52,1,0,0,83997.79,0,0,5,PLATINUM,252
640,Spain,Male,47,6,89047.14,1,1,0,116286.25,0,0,5,DIAMOND,441
505,Spain,Male,37,0,134006.39,1,1,1,93736.69,0,0,4,PLATINUM,274
604,Spain,Female,35,7,147285.52,1,1,1,57807.05,0,0,5,PLATINUM,1000
656,Germany,Female,23,4,163549.63,1,0,1,21085.12,0,0,4,DIAMOND,514
629,France,Male,31,6,0.0,2,1,0,93881.75,0,0,5,SILVER,363
709,France,Male,44,9,128601.98,1,1,0,117031.2,0,0,4,GOLD,223
636,Spain,Male,37,1,115137.26,1,1,0,52484.01,0,0,4,SILVER,564
726,France,Male,34,9,0.0,2,0,0,14121.61,0,0,3,SILVER,616
611,Germany,Female,43,9,127216.31,2,0,1,17913.25,0,0,3,DIAMOND,564
623,France,Female,28,4,0.0,2,1,0,41227.67,0,0,3,GOLD,297
767,France,Male,43,1,76408.85,2,1,0,77837.63,0,0,2,PLATINUM,307
603,France,Male,31,4,0.0,2,0,1,9607.1,0,0,4,GOLD,296
549,France,Female,38,8,107283.4,1,0,0,157442.75,0,0,4,SILVER,555
672,France,Female,34,1,142151.75,2,1,1,168753.34,0,0,2,DIAMOND,851
526,Spain,Male,38,2,0.0,2,0,0,58010.98,0,0,5,SILVER,708
657,France,Male,34,3,107136.6,1,1,0,153895.46,0,0,2,DIAMOND,798
626,France,Female,34,3,0.0,2,1,1,37870.29,0,0,1,SILVER,604
647,France,Male,35,4,123761.68,1,1,0,83910.4,0,0,4,PLATINUM,713
796,France,Male,30,2,137262.71,2,1,0,62905.29,0,0,1,SILVER,935
585,France,Female,34,1,0.0,1,1,1,75503.6,0,0,3,GOLD,503
684,France,Female,43,7,0.0,2,1,0,131093.99,0,0,5,PLATINUM,358
711,France,Male,38,4,123345.85,1,1,0,141827.83,0,0,2,GOLD,572
531,Spain,Male,27,8,132576.25,1,0,0,7222.92,0,0,5,SILVER,835
437,Spain,Male,28,2,109161.25,1,1,0,152987.42,0,0,1,GOLD,811
530,Spain,Female,36,7,0.0,2,1,0,80619.09,0,0,5,SILVER,761
502,France,Male,45,0,0.0,1,0,0,84663.21,0,0,5,SILVER,553
603,France,Male,31,1,129743.75,1,1,0,109145.2,0,0,1,PLATINUM,664
732,Germany,Male,38,5,178787.54,1,1,1,195760.53,0,0,3,DIAMOND,305
640,France,Male,68,9,0.0,2,1,1,199493.38,0,0,4,PLATINUM,763
724,France,Female,30,9,142475.87,1,1,1,107848.24,0,0,3,SILVER,399
738,France,Female,67,1,130652.52,1,0,1,22762.23,0,0,4,DIAMOND,707
696,Spain,Female,30,0,0.0,2,1,1,9002.8,0,0,5,SILVER,447
634,Germany,Male,35,6,116269.01,1,1,0,129964.94,0,0,1,SILVER,989
850,Spain,Male,30,2,0.0,2,0,1,27937.12,0,0,1,PLATINUM,663
682,France,Male,50,6,121818.84,2,0,1,124151.37,0,0,1,SILVER,813
646,France,Female,33,2,0.0,2,0,0,198208.0,0,0,1,PLATINUM,570
590,France,Male,40,8,0.0,2,1,0,62933.03,0,0,4,GOLD,741
444,France,Male,43,3,0.0,2,1,1,159131.21,0,0,4,PLATINUM,979
669,Germany,Female,30,7,139872.81,1,1,0,188795.85,0,0,3,SILVER,302
755,Germany,Female,33,6,90560.3,2,1,1,42607.69,0,0,4,DIAMOND,578
619,Germany,Male,29,4,98955.87,1,0,1,131712.51,0,0,2,SILVER,337
648,Spain,Male,36,8,146943.38,2,1,1,130041.45,0,0,3,GOLD,780
592,Germany,Female,34,6,102143.93,2,1,1,102628.98,0,0,2,GOLD,962
659,France,Male,35,6,0.0,2,1,1,58879.11,0,0,1,GOLD,710
651,France,Female,65,0,0.0,2,1,1,190454.04,0,0,4,PLATINUM,700
480,France,Male,35,2,165692.91,1,1,1,197984.58,0,0,5,GOLD,592
574,Spain,Male,52,7,115532.52,1,1,0,196257.67,0,0,3,GOLD,625
551,France,Male,37,3,0.0,2,1,1,50578.4,0,0,1,PLATINUM,936
542,France,Male,29,9,0.0,1,1,0,8342.35,0,0,3,GOLD,760
579,France,Female,45,2,0.0,2,0,0,11514.39,0,0,2,SILVER,451
815,France,Male,35,4,0.0,2,0,1,198490.33,0,0,2,DIAMOND,680
746,France,Female,29,4,105599.67,1,1,1,43106.17,0,0,3,DIAMOND,425
746,Germany,Female,33,2,107868.14,2,1,1,146192.4,0,0,1,GOLD,459
656,Spain,Female,32,1,104254.27,1,1,1,17034.37,0,0,3,PLATINUM,715
714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0,0,1,DIAMOND,455
734,France,Male,37,3,80387.81,1,0,1,77272.62,0,0,5,SILVER,350
439,France,Male,36,2,165536.28,2,1,1,123956.83,0,0,3,DIAMOND,877
452,France,Female,35,8,0.0,2,1,1,149614.81,0,0,1,PLATINUM,514
590,Spain,Female,44,3,139432.37,1,1,0,62222.81,0,0,4,PLATINUM,816
547,France,Female,51,1,0.0,2,1,1,56908.41,0,0,2,SILVER,868
594,Spain,Female,38,10,0.0,2,1,0,58332.91,0,0,3,PLATINUM,827
590,France,Female,76,5,160979.68,1,0,1,13848.58,0,0,4,PLATINUM,924
721,Germany,Male,68,4,136525.99,1,0,0,175399.14,0,0,4,SILVER,439
695,France,Female,31,5,106089.2,1,0,0,99537.68,0,0,4,GOLD,324
809,Spain,Male,80,8,0.0,2,0,1,34164.05,0,0,3,DIAMOND,311
755,France,Male,42,2,119919.12,1,1,0,156868.21,0,0,1,PLATINUM,765
657,Spain,Male,67,5,119785.47,2,1,1,107534.32,0,0,1,PLATINUM,876
718,Spain,Male,32,8,0.0,2,1,1,41399.33,0,0,5,GOLD,685
678,Spain,Female,61,8,0.0,2,1,1,159938.82,0,0,1,SILVER,617
786,Germany,Female,32,2,104336.43,2,0,0,59559.81,0,0,3,GOLD,240
592,France,Female,34,9,0.0,2,1,1,20460.2,0,0,4,DIAMOND,813
596,Germany,Male,32,3,96709.07,2,0,0,41788.37,0,0,1,GOLD,709
732,Germany,Female,42,2,118889.66,2,0,0,87422.15,0,0,3,GOLD,226
596,Germany,Male,34,4,99441.21,2,0,1,4802.27,0,0,1,GOLD,873
582,Spain,Male,33,6,0.0,2,0,1,72970.93,0,0,4,DIAMOND,475
442,France,Male,34,4,0.0,2,1,0,68343.08,0,0,5,DIAMOND,529
657,France,Female,41,5,95858.37,1,1,1,68255.88,0,0,2,DIAMOND,529
524,France,Male,22,9,0.0,2,1,0,74405.34,0,0,5,SILVER,992
545,Germany,Male,33,1,132527.9,2,0,1,107429.71,0,0,5,SILVER,898
641,Germany,Female,40,2,110086.69,1,1,0,159773.14,0,0,4,DIAMOND,413
554,Spain,Female,27,4,0.0,2,1,1,135083.73,0,0,5,SILVER,738
512,Spain,Male,39,3,0.0,1,1,0,134878.19,0,0,3,SILVER,397
692,France,Female,34,7,0.0,2,1,0,195074.62,0,0,1,DIAMOND,427
619,Spain,Male,52,8,0.0,2,1,1,123242.11,0,0,1,PLATINUM,239
523,Spain,Female,36,8,113680.54,1,0,0,13197.44,0,0,5,PLATINUM,961
697,France,Female,25,1,0.0,2,0,0,87803.32,0,0,2,PLATINUM,851
701,Germany,Male,41,0,150844.94,1,0,1,127623.36,0,0,4,GOLD,399
698,Spain,Female,38,1,171848.38,1,0,0,16957.45,0,0,5,PLATINUM,806
610,France,Female,35,7,81905.95,1,1,1,61623.19,0,0,3,GOLD,402
666,France,Male,39,10,0.0,2,1,0,102999.33,0,0,5,SILVER,888
596,Spain,Male,57,6,0.0,2,1,1,72402.0,0,0,1,DIAMOND,627
623,France,Female,24,5,0.0,2,1,0,116160.04,0,0,1,GOLD,776
686,Germany,Male,43,2,134896.03,1,1,1,97847.05,0,0,4,PLATINUM,541
807,Spain,Male,42,5,0.0,2,1,1,74900.9,0,0,2,DIAMOND,791
755,Germany,Male,40,2,137430.82,2,0,0,176768.59,0,0,1,SILVER,399
493,France,Male,36,9,0.0,2,1,1,65816.53,0,0,4,SILVER,293
606,Spain,Male,42,10,0.0,2,1,0,177938.52,0,0,2,PLATINUM,230
517,Spain,Female,29,5,0.0,2,1,0,103402.88,0,0,1,PLATINUM,584
576,France,Male,39,9,84719.98,1,0,0,191063.36,0,0,5,GOLD,724
653,Spain,Female,30,2,88243.29,2,1,1,96658.26,0,0,1,PLATINUM,875
589,Germany,Female,20,2,121093.29,2,1,0,3529.72,0,0,1,GOLD,683
689,Germany,Female,28,2,64808.32,2,0,0,78591.15,0,0,5,SILVER,730
684,France,Male,38,5,105069.98,2,1,1,198355.28,0,0,2,PLATINUM,862
670,France,Male,22,2,114991.45,1,1,1,37392.56,0,0,1,DIAMOND,997
687,Spain,Male,35,8,100988.39,2,1,0,22247.27,0,0,2,SILVER,594
692,France,Female,36,3,0.0,2,1,1,8282.22,0,0,5,SILVER,767
708,Spain,Male,40,8,83015.71,1,1,0,101089.76,0,0,3,DIAMOND,699
602,Germany,Male,38,2,71667.97,2,0,0,137111.89,0,0,3,DIAMOND,280
670,France,Female,41,10,0.0,3,1,0,81602.02,0,0,4,DIAMOND,378
572,Germany,Female,19,1,138657.08,1,1,1,16161.82,0,0,3,PLATINUM,263
615,Spain,Male,41,4,0.0,1,0,1,149278.96,0,0,2,PLATINUM,404
692,France,Male,69,10,154953.94,1,1,1,70849.47,0,0,3,SILVER,648
688,Germany,Male,41,2,112871.19,2,0,1,65520.74,0,0,2,PLATINUM,335
838,Spain,Female,39,5,166733.92,2,1,0,14279.44,0,0,2,DIAMOND,917
647,France,Female,33,4,0.0,1,1,0,152323.04,0,0,5,GOLD,558
663,Germany,Male,44,2,117028.6,2,0,1,144680.18,0,0,4,DIAMOND,919
592,France,Male,28,5,137222.77,1,0,0,39608.58,0,0,4,DIAMOND,282
501,Germany,Male,24,4,130806.42,2,1,0,80241.14,0,0,1,GOLD,796
473,France,Female,25,6,110666.42,2,0,0,46758.42,0,0,3,SILVER,442
429,France,Male,24,4,95741.75,1,1,0,46170.75,0,0,2,GOLD,352
687,Germany,Male,44,8,95368.14,2,1,1,1787.85,0,0,3,GOLD,619
727,France,Male,62,5,0.0,2,0,1,38652.96,0,0,5,GOLD,599
709,Spain,Female,37,8,0.0,3,1,0,71738.56,0,0,5,PLATINUM,277
805,Germany,Female,33,3,105663.56,2,0,1,33330.89,0,0,3,SILVER,709
608,Germany,Male,33,1,102772.67,2,1,0,70705.58,0,0,4,DIAMOND,301
689,France,Female,40,1,0.0,2,1,1,119446.64,0,0,4,SILVER,501
850,France,Male,19,8,0.0,1,1,1,68569.89,0,0,3,GOLD,615
587,France,Male,47,6,71026.77,1,1,0,57962.41,0,0,1,PLATINUM,678
579,France,Male,35,1,0.0,2,1,0,4460.2,0,0,1,GOLD,473
503,France,Male,38,1,0.0,2,1,1,95153.24,0,0,2,DIAMOND,433
614,Spain,Male,39,3,151914.93,1,0,0,56459.45,0,0,4,PLATINUM,293
744,Spain,Male,44,5,120654.68,1,1,0,82290.81,0,0,4,DIAMOND,790
661,France,Male,35,5,0.0,1,1,0,155394.52,0,0,1,GOLD,698
644,France,Male,30,5,44928.88,1,1,1,10771.46,0,0,4,PLATINUM,528
736,France,Male,29,4,0.0,2,0,0,51705.01,0,0,2,DIAMOND,240
726,France,Female,34,0,185734.75,1,1,1,102036.82,0,0,1,SILVER,691
729,France,Male,44,6,0.0,2,1,0,151733.43,0,0,3,GOLD,807
598,Spain,Male,27,8,90721.52,2,1,0,109296.18,0,0,1,GOLD,698
607,Germany,Male,32,9,144272.07,2,1,0,176580.63,0,0,3,GOLD,797
664,Spain,Male,32,5,133705.74,1,0,0,134455.84,0,0,1,SILVER,977
645,France,Male,19,9,128514.84,1,0,0,175969.19,0,0,5,GOLD,796
658,France,Male,29,4,80262.6,1,1,1,20612.82,0,0,2,GOLD,420
508,France,Male,31,8,72541.48,1,1,0,129803.08,0,0,5,GOLD,759
686,France,Male,37,9,134560.62,1,1,0,27596.39,0,0,1,DIAMOND,617
613,Spain,Male,19,5,0.0,1,1,1,176903.35,0,0,1,SILVER,327
653,Spain,Female,36,3,0.0,2,0,0,110525.6,0,0,2,PLATINUM,504
603,Spain,Female,39,5,162390.52,2,1,0,54702.66,0,0,5,GOLD,293
537,Germany,Male,84,8,92242.34,1,1,1,186235.98,0,0,3,SILVER,768
576,France,Male,32,7,0.0,2,1,0,4660.91,0,0,5,PLATINUM,722
623,France,Female,44,6,0.0,2,0,0,167162.43,0,0,2,DIAMOND,520
705,France,Male,38,1,189443.72,1,0,1,106648.58,0,0,3,PLATINUM,648
686,France,Female,41,7,152105.57,2,0,1,132374.41,0,0,1,SILVER,665
681,France,Male,32,3,148884.47,2,1,1,90967.37,0,0,5,DIAMOND,300
697,Spain,Male,30,1,0.0,2,0,0,735.79,0,0,5,SILVER,470
636,Spain,Female,36,1,0.0,1,1,0,43134.58,0,0,3,DIAMOND,783
755,Germany,Female,37,0,113865.23,2,1,1,117396.25,0,0,3,GOLD,589
718,France,Female,37,7,0.0,2,1,1,55100.09,0,0,5,PLATINUM,239
554,France,Female,39,10,0.0,2,1,1,18391.93,0,0,2,DIAMOND,565
651,Germany,Male,26,5,147037.32,1,0,0,141763.26,0,0,5,SILVER,637
449,France,Female,37,6,0.0,2,1,0,82176.48,0,0,5,DIAMOND,599
753,France,Male,32,6,177729.13,1,1,1,161642.08,0,0,3,SILVER,987
649,France,Male,46,5,0.0,2,1,1,76946.6,0,0,5,PLATINUM,765
614,France,Male,51,3,0.0,2,1,1,5552.37,0,0,4,GOLD,705
632,France,Male,44,3,107764.75,1,1,0,185667.72,0,0,4,GOLD,582
520,Spain,Male,45,7,107023.03,1,1,0,32903.93,0,0,3,GOLD,469
800,Spain,Female,46,6,0.0,2,1,0,171928.04,0,0,2,SILVER,471
567,France,Male,39,5,0.0,2,0,0,168521.72,0,0,3,GOLD,709
537,Germany,Female,41,3,138306.34,1,1,0,106761.47,0,0,5,DIAMOND,767
850,France,Female,36,0,164850.54,1,1,1,62722.44,0,0,1,PLATINUM,377
821,France,Male,28,2,0.0,2,1,0,46072.52,0,0,2,DIAMOND,544
443,Germany,Female,29,9,99027.61,2,1,0,10940.4,0,0,5,PLATINUM,390
798,Germany,Female,38,4,129055.13,1,1,0,157147.59,0,0,2,GOLD,879
651,Germany,Female,25,2,109175.14,2,1,0,114566.47,0,0,1,SILVER,652
627,France,Female,21,7,98993.02,1,1,1,169156.64,0,0,4,DIAMOND,456
627,Germany,Male,29,5,139541.58,2,1,0,80607.33,0,0,1,DIAMOND,662
695,France,Male,46,4,0.0,2,1,1,137537.22,0,0,2,PLATINUM,499
652,France,Female,36,6,112518.71,2,0,1,110421.31,0,0,4,SILVER,826
559,Spain,Male,25,5,0.0,2,1,1,163221.22,0,0,3,SILVER,897
526,France,Male,28,1,112070.44,1,0,1,126281.83,0,0,4,DIAMOND,486
673,France,Male,37,2,0.0,1,1,1,13624.02,0,0,2,GOLD,307
555,France,Female,26,7,0.0,2,1,0,93122.41,0,0,3,SILVER,591
538,France,Male,31,1,0.0,2,1,0,1375.46,0,0,1,PLATINUM,360
648,Germany,Female,45,5,118886.55,1,0,0,51636.7,0,0,4,SILVER,609
573,France,Male,35,9,0.0,2,1,0,11743.89,0,0,4,DIAMOND,253
552,France,Male,29,10,0.0,2,1,0,12186.83,0,0,3,DIAMOND,333
753,France,Female,62,6,0.0,2,1,1,136398.9,0,0,4,SILVER,494
718,France,Male,29,2,0.0,1,1,0,126336.72,0,0,1,GOLD,422
652,France,Male,51,7,0.0,2,0,1,43496.36,0,0,5,PLATINUM,749
591,France,Female,34,3,96127.27,1,0,0,30972.06,0,0,4,DIAMOND,427
773,Germany,Female,36,4,105858.71,1,0,1,4395.45,0,0,2,DIAMOND,564
800,France,Male,60,6,88541.57,2,1,1,131718.12,0,0,1,SILVER,577
541,France,Male,29,7,127504.57,1,0,0,86173.92,0,0,4,DIAMOND,647
448,Spain,Male,25,2,0.0,2,0,0,95215.73,0,0,2,PLATINUM,843
551,France,Female,36,5,0.0,1,1,0,183479.12,0,0,4,PLATINUM,960
675,Germany,Male,36,7,89409.95,1,1,1,149399.7,0,0,4,GOLD,844
708,Germany,Male,42,9,176702.36,2,1,1,104804.74,0,0,1,SILVER,942
683,Germany,Female,39,2,47685.47,2,1,1,86019.48,0,0,4,SILVER,649
675,France,Male,28,9,0.0,1,1,0,134110.93,0,0,2,DIAMOND,817
606,Spain,Female,53,1,109330.06,1,1,1,75860.01,0,0,5,DIAMOND,582
542,France,Male,32,7,107871.72,1,1,0,125302.64,0,0,2,DIAMOND,668
777,France,Male,23,6,0.0,2,1,1,163225.48,0,0,4,PLATINUM,605
558,Germany,Female,32,1,108262.87,1,1,1,6935.31,0,0,3,PLATINUM,259
498,France,Male,33,1,198113.86,1,1,0,69664.35,0,0,2,PLATINUM,694
503,Germany,Male,42,9,153279.39,1,1,1,151336.96,0,0,4,DIAMOND,307
662,Spain,Female,30,9,0.0,2,0,1,157884.83,0,0,5,SILVER,479
494,France,Male,69,9,93320.8,1,1,1,24489.44,0,0,2,SILVER,366
724,Germany,Male,37,6,125489.4,1,1,0,118570.53,0,0,4,SILVER,880
635,Spain,Female,38,1,0.0,2,1,0,90605.05,0,0,4,GOLD,399
752,Spain,Female,36,3,0.0,2,1,1,48505.1,0,0,5,GOLD,784
556,Germany,Male,33,3,124213.36,2,1,0,62627.55,0,0,2,GOLD,537
640,Spain,Male,39,3,0.0,1,1,1,105997.25,0,0,1,SILVER,540
572,France,Female,30,6,0.0,1,0,1,175025.27,0,0,3,SILVER,468
717,France,Male,50,9,90305.76,1,1,1,124626.57,0,0,3,GOLD,404
735,France,Male,49,5,121973.28,1,1,0,148804.36,0,0,1,DIAMOND,916
850,France,Male,36,1,104077.19,2,0,1,68594.0,0,0,1,DIAMOND,388
579,France,Male,28,4,0.0,2,1,1,176925.69,0,0,3,DIAMOND,623
703,France,Female,32,6,0.0,2,0,0,33606.52,0,0,3,PLATINUM,639
632,Germany,Female,35,2,150561.03,2,0,0,64722.61,0,0,1,GOLD,506
681,France,Male,59,4,122781.51,1,0,1,140166.95,0,0,2,DIAMOND,401
803,Spain,Female,37,1,0.0,2,0,0,7455.2,0,0,4,SILVER,663
621,France,Female,43,5,0.0,1,1,1,47578.45,0,0,1,SILVER,777
850,France,Male,31,6,131996.66,2,1,1,178747.43,0,0,4,SILVER,655
579,France,Male,38,8,0.0,2,0,0,91763.67,0,0,5,PLATINUM,835
734,Spain,Female,39,3,92636.96,2,1,1,125671.29,0,0,2,SILVER,659
547,France,Female,48,1,179380.74,2,0,1,69263.1,0,0,3,DIAMOND,672
500,Germany,Male,44,9,160838.13,2,1,0,196261.64,0,0,2,SILVER,978
604,France,Female,32,7,127849.38,1,1,0,15798.7,0,0,3,PLATINUM,747
558,France,Male,32,5,73494.21,1,0,0,136301.1,0,0,3,DIAMOND,655
676,Spain,Female,30,5,0.0,2,0,1,157888.5,0,0,4,SILVER,608
637,Spain,Male,43,3,172196.23,1,1,1,104769.96,0,0,4,GOLD,550
743,France,Male,71,0,0.0,2,0,1,29837.65,0,0,5,PLATINUM,330
672,France,Male,47,1,0.0,1,0,0,91574.92,0,0,3,SILVER,710
735,France,Male,73,9,0.0,1,1,1,114283.33,0,0,1,SILVER,393
850,Spain,Female,29,1,0.0,2,1,1,197996.65,0,0,3,DIAMOND,534
674,France,Female,32,7,85757.93,1,1,1,95481.0,0,0,2,DIAMOND,929
707,France,Male,37,1,0.0,2,0,1,6035.51,0,0,2,GOLD,788
613,France,Female,24,7,140453.91,1,1,0,129001.3,0,0,2,DIAMOND,245
638,France,Female,42,7,165679.92,1,0,0,32916.29,0,0,3,GOLD,717
581,Spain,Male,30,0,53291.86,1,0,0,196582.28,0,0,1,PLATINUM,314
625,France,Female,39,5,0.0,2,1,0,32615.21,0,0,2,SILVER,269
678,Germany,Female,37,2,113383.07,1,1,1,135123.96,0,0,2,DIAMOND,767
762,France,Male,29,6,141389.06,1,1,0,54122.89,0,0,2,DIAMOND,635
828,France,Male,31,9,0.0,1,0,1,164257.37,0,0,3,GOLD,421
510,France,Female,30,0,0.0,2,1,1,130553.47,0,0,2,DIAMOND,430
850,France,Male,40,8,102800.65,1,1,0,60811.56,0,0,3,DIAMOND,833
733,Spain,Male,35,8,102918.38,1,1,1,45959.86,0,0,5,PLATINUM,899
706,Germany,Female,39,8,112889.91,1,0,1,6723.66,0,0,5,DIAMOND,727
616,France,Male,40,9,0.0,2,0,0,93717.55,0,0,1,SILVER,752
737,Germany,Male,50,4,127552.85,2,1,0,4225.11,0,0,2,DIAMOND,555
627,Germany,Male,27,0,185267.45,2,1,1,77027.34,0,0,4,SILVER,606
718,Germany,Female,39,7,93148.74,2,1,1,190746.38,0,0,2,DIAMOND,721
592,Germany,Female,26,4,105082.07,2,1,0,132801.57,0,0,1,GOLD,949
618,Germany,Male,44,5,157955.83,2,0,0,139297.71,0,0,5,GOLD,668
633,France,Female,44,7,0.0,2,1,0,29761.29,0,0,2,SILVER,627
685,France,Male,35,9,0.0,1,1,0,167033.83,0,0,5,PLATINUM,980
519,France,Male,39,2,112957.26,2,1,0,97593.16,0,0,3,SILVER,223
584,Germany,Female,62,9,137727.34,2,0,1,121102.9,0,0,5,DIAMOND,581
605,Germany,Male,19,8,166133.28,1,1,1,107994.99,0,0,5,DIAMOND,870
649,France,Female,52,8,49113.75,1,1,0,41858.43,0,0,1,SILVER,673
656,France,Male,50,7,0.0,2,0,1,72143.44,0,0,1,GOLD,829
616,Germany,Male,39,2,121704.32,2,1,0,55556.3,0,0,4,PLATINUM,346
594,France,Male,50,7,81310.34,1,1,1,183868.01,0,0,4,SILVER,439
705,France,Female,39,3,92224.56,1,1,1,54517.25,0,0,2,GOLD,453
768,France,Male,30,6,0.0,2,1,1,199454.37,0,0,2,GOLD,297
748,France,Female,20,7,0.0,2,0,0,10792.42,0,0,4,GOLD,725
568,France,Female,47,7,0.0,2,1,1,45978.39,0,0,2,GOLD,845
417,France,Male,34,7,0.0,2,1,0,55003.79,0,0,4,SILVER,969
699,France,Male,39,9,0.0,1,1,0,80963.92,0,0,2,DIAMOND,966
